document,lineNum,numSegs,seg1,seg2,seg3,seg4,seg5,seg6,seg7,seg8,seg9,seg10,seg11,seg12,seg13,seg14,seg15,seg16,seg17,seg18,seg19,seg20
urd-NG-102-174502-11516169-post131,1227,5,کراچی ميں حالات خرابی کی ذمہ دارمتحدہ اور اے اين پی ہيں اور انتظاميہ جانبداری برت رہی ہے۔,انتظاميہ 1گھنٹہ ميں حالات کنٹرول کر سکتی ہے مگر جان بوجھہ کر اس کو ہوا دي جا رہي ہے,، پوليس اور رينجر پرسياسی جماعتوں کا دباؤ ہونے کی وجہ سے کارروائی کرنے سےگريز کرتی ہے۔,اتحاد کرنے کي باتيں صرف بيانات تک محدود ہيں، سياسی جماعتوں کو اپنے مفادات ترک کرکے عام انسان کے مفاد کے ليے کام کرنا چاہيے۔,جب تک انتظاميہ پر سياسی دباؤ رہےگا اس طرح کے واقعات مزيدجنم ليتے رہيں گے، اللہ پاکستان کو اپني امان ميں رکھے۔,,,,,,,,,,,,,,,
urd-WL-86-174276-11370250-post1,1642,5,نائب امریکی صدر ڈک چینی کا کہنا ہے کہ میں اسامہ بن لادن کو زندہ یا مردہ دیکھنا چاہتا ہوں۔,ان کا کہنا ہے کہ اسامہ بن لادن کسی دشوار گزار علاقے میں چھپا ہوا ہے اور وہ اپنی تنظیم کے لئے غیر موثر ہوچکا ہے، اگر اسامہ بن لادن زندہ یا مردہ گرفتار بھی ہوجائے تو اس کی اس کی اس تنظیم کو ختم کرنا ہوگا۔,امریکا اسامہ کی گرفتاری کیلئے پر عزم ہے اور اسامہ کی تلاش جاری رہنی چاہیے۔,اسامہ کو گرفتار کرنے کی ڈک چینی کی خواہش پوری ہوسکے گی؟,اپنی رائے سے آگاہ کیجئے۔,,,,,,,,,,,,,,,
urd-NG-102-174502-11516125-post26,918,5,فلسطين رہتی دنيا تک مسلمانوں کے ليے ايک مقدس ترين جگہ ہے اور اس کی حفاظت ہمارے ليےلازم جزو ھے,اور ہميں يہ بھی ياد رکھنا چاھيے وہ ھمارا قبلہ اول ہے,اور اسرائيل بھارت امريکہ کو ايک دن مٹنا ھی ہے کيونکہ يہ ملک تو بنے ہی ٹوٹنے کے ليے ہيں اور خدا ان کافروں پر ضرور عذاب کرنے والا ہے- ساجد صادق، لاھور,”کب اشک بہانے سے کٹی ہے شب ہجراں,کب کوئی بلا صرف دعاؤں سے ٹلی ہے” (نوابزادہ نصراللہ خان),,,,,,,,,,,,,,,
urd-WL-86-174276-11370254-post8,1690,5,-عمران کھوکر، مدینہ منورہ میں یہ کہنا چاہتا ہوں کہ جیسے لوگ ویسے ہی حکمراں۔,مجھے حیرت ہے کہ عوامی حکومت کا نعرہ لگانی والی عوام ہی کو تکلیف دے رہی ہےب,جلی گیس پٹرول کا نہیں ملنا ایک عذاب ہوگیا ہے,حکومت کا اداروں پہ کوئی کنٹرول نہیں ہے,لاء اینڈ آرڈر کی صورتحال روز بہ روز بگڑ رہی ہے اللہ اس ملک پہ اپنا رحم فرمائے,,,,,,,,,,,,,,,
urd-WL-86-174276-11370264-post8,1765,5,-سمیر۔,شکاگو۔,یہ بات سچ ہے کہ انہیں شید کیا گیا لیکن ہمیں یہ بھی یاد ہے کہ انہوں نے کراچی میں کتنے معصوم لوگوں کا خون بہایا،جس پر وہ فخر کرتی تھیں کہ یہ نصیر اللہ بابر نے بہت اچھا کام کیا،,لکین بعد میں بالکل چینج ہوگئیں,لیکن یہ بھی سچ ہے کہ انہوں نے اپنی پارٹی کے سینئر لوگوں کو نذر انداز کیا اور اپنے بیٹے کو پیپلز پارٹی کا نمائندہ چنا،یہ کیسی جمہوریت ہے،؟,,,,,,,,,,,,,,,
urd-NG-102-174502-11516146-post84,1042,5,ان طالبان نے مسلمانوں کا نام ہی خراب کر ديا۔,پوری دنيا ميں اگر سچے مسلمان ان کو مسالمان نہيں کہتے تو ان کے علاقے ميں ان دہشت گردوں کو جگہ کيوں ملتی ہے۔,جو بےغيرت بن جاتے ہيں جن سے محنت مزدوری نہيں ہوتی بندوق اٹھا کے ان کے گروپ ميں شامل ہوتے ہيں۔,اسلام بندوق يا تلوار کے زور سے نہيں آيا ہے۔,شرم کرو۔,,,,,,,,,,,,,,,
urd-NG-102-174502-11516120-post211,849,5,تم ميں اور يہودیوں ميں فرق اتنا ہے وہ خود کو يہودی کہتے ہيں، مسلمان کو شہيد کرتے ہيں اور تم جيسے مسلمانوں ميں رہ کر اپنے کو مسلمان کہے کر مسلمانوں کو,[syja786],کافی عرصہ سے بی بی سی کے فورمز ميں کبھی خودکش حملوں تو کبھی بھارت ميں دہشت گردی کی آڑ ميں ايک مخصوص مسلک کو نشانہ بنايا جا رہا ہے,ان اسلام مخالف تبصروں کا پسنديدہ لفظ انتہا پسندی ہوتا ہے,ليکن انتہا پسند کون ہے اس کا اندازہ آپ اوپر کے تبصرے سے بخوبی لگاسکتے ہيں جس ميں ايران کے خلاف لکھنے پر تقريباً کفر کا فتوا لگا ديا گيا ہے۔,,,,,,,,,,,,,,,
urd-NG-102-174502-11516165-post71,1202,5,بھارت کی طرف سے حملے کے خطرے کے بعد پاکستانی فوج کے اس اعلان نے کہ وہ افغان بارڈر سے فوج ہٹاکر بھارت کی طرف توجہ دے گا اور طالبان کا يہ اعلان کے کہ وہ افغان بارڈر سنبھالينگے امريکی بری طرح لڑکھڑا گئے اور اپنا پورا زور لگاديا کہ بھارت پاکستان پر حملہ نہ کرے۔,اس سے خطہ ميں امريکی قوت کا سارا بھرم کھل گيا۔,حالانکہ بھارت نے نہ تو حملے کی دھمکی دی اور نہ ہی اسکی اتنی ہمت ہے۔,رہی سہی کثر امريکی رسد پر طالبان کے حملوں نے پوری کردي۔,ثابت ہوا کہ پاک فوج اور حکومت پاکستان کی سپورٹ کے بغير امريکہ کچھ نہيں۔,,,,,,,,,,,,,,,
urd-NG-102-174502-11516165-post32,1182,5,ميرا صرف ايک سوال تمام انسانيت کے علمداروں سے ہے:,اگر آپ انکے بچے ماروگے تو وہ وہ آپ کے واسطے ہار لے کر آجائیں، يہ ناممکن ہے,Saeed، Multan,اور ميرا آپ سے سوال کہ علوم اسلامی سے ليکر علوم مشرق و مغرب تک، کہيں کوئی منطق، دليل اور فلسفہ امريکی حملے کے بدلے بے گناہ عوام بشمول نمازي، مزدور اور نوکری پيشہ غريب ملازمين کے قتل کی اجازت ديتا ہے؟,اور اگر جواب نہ ميں ہے تو آپ کو اپنے نقطۂ نظر کی اصلاح کی اشد ضرورت ہے۔,,,,,,,,,,,,,,,
urd-NG-102-174502-11516120-post215,865,5,زخميوں کے لیے دوائياں، مرنے والوں کے لیے کفن اور پيسہ دے تو رہے ہيں عرب حکمران اور پوچھا جا رہا ہے۔,اسرائیلی حملے، کیا ہونا چاہیے؟,مسئلہ دراصل يہ ہے کہ تمام مسلم ممالک کے سربراہان بشمول سعودی فرمارواں خوابہ غفلت ميں سوئے ہوئے ہيں نہ ان کی فوج ہے اور نہ ہی کوئی دفاعی پلان بس يہ سمجھتے ہيں کہ امداد دے کر ان کی ذمہ داری پوری ہوگئی۔,انہيں فوری طور اسرائيل کے خلاف عملی اقدام کرنا چاہیے۔,جيسے يورپی ممالک و امريکا کے پيٹرول کی بندش مگر افسوس ان ميں۔,,,,,,,,,,,,,,,
urd-NG-102-174502-11516135-post36,980,5,بھارت امريکہ تعلقات اب کافی گہرے ہوچکے ہيں اور بھارت يقيناً جانتا ہے کہ وقت پڑنے پر امريکہ پاکستان کو کھلم کھلا دھوکہ ديگا۔,يہی امريکہ کی پرانی تاريح بھی ہے۔,جب کہ بھارتی حملہ کی صورت ميں امريکہ کو اپنے مقاصد بھی حاصل ہونگے اور خرچ بھی بھارت کا ہوگا۔,پاکستان کو چاہیے کہ واضح اعلان کرے کہ ہم پہل نہيں کريں گے مگر جارحيت کی گئی تو پھر صلح امن اور جنگ بندی کی بات اس وقت تک نہيں ہوگی جب تک بھارت کو مکمل تباہ يا اس پر قبضہ نہيں کر ليا جاتا چاہے اسکے لیے ہم خود کيوں نہ تباہ ہو جائيں۔,يہی اسلامی تاريخ ہے۔,,,,,,,,,,,,,,,
urd-WL-86-174276-11370261-post16,1732,5,-فرید احمد۔,کراچی۔,ممبئی حملہ کے بعد بھارتیوں کا رویہ بدل گیا ہے,،جگجیت سنگھ نے اسکا رد عمل اس صورت میں ظہاہر کیا ہے کہ وہ پاکستان اور پاکستانی سے نفرت کرتے ہیں,معلوم ہونا چہایئے کہ عدنان سمیع نے آشا بھونسلے کے ساتھ گانے گائے ہیں اب وہ بے سرا کہاں سے ہوگیا،عدنان سمیع کو بھارت ہی میں رہنا چاہیئے یہاں آنے کی ضرورت نہیں ہے,,,,,,,,,,,,,,,
